,selected_text,sentiment,text,textID
27186,okay for your Mom and My Mom too!,neutral,  okay for your Mom and My Mom too!,3d465939ee
27187,Nugget bit Jack. I told him not to poke the poor hamster!,negative,Nugget bit Jack. I told him not to poke the poor hamster!,ba1edf971c
27188,is getting baptized tomorrow  and is a college graduate.  Busy weekend!,neutral,is getting baptized tomorrow  and is a college graduate.  Busy weekend!,9432091e03
27189,dont get too excited bby i hear thunder rolling in,negative, dont get too excited bby i hear thunder rolling in,68db75e4db
27190,UGH I HATE QUEUEING,negative, UGH I HATE QUEUEING,cd3b2ac385
27191,friday night is my fav night,positive,friday night is my fav night of the week but now I have to go to stupid dog training classes,4684a2b855
27192,Got the news,neutral,Got the news,f023803c3e
27193,Happy,positive,Happy Star Wars Day // Will Week,ab75893191
27194,why thx! #webdu I was only at the conf on Thurs,neutral, why thx! #webdu I was only at the conf on Thurs,5c2a034613
27195,I miss,negative, what about me  I miss you too!,3daf69accb
27196,it would cost too much,negative, i wish i could but it would cost too much to call you all the way from the UK,650c4b89cc
27197,Happy,positive,Happy mother`s day nfty!!!!!!!!!!!!!!!!!!!!!!,fa0591a76d
27198,Cloud Croatian Apartments,neutral,  Cloud Croatian Apartments,a93577c299
27199,missed,negative,Screen On The Green started yesterday!!!ahhh! i missed it!,83d3323ada
27200,busted,negative,No clubbing for me this weekend due to a busted knee  <emo>Life`s unfair</emo>,99135f8385
27201,is gaining weight.  rather,neutral,is gaining weight.  rather,340d50d028
27202,Believe it or not I`m a super geek,neutral,Believe it or not I`m a super geek,4257893187
27203,Screw all vacuums!!,negative,I just vacuumed my entire house three times. Screw all vacuums!!,f8faadeff4
27204,I have too much work to drink now.   but I do love afternoons in the pub.,neutral, I have too much work to drink now.   but I do love afternoons in the pub.,0643b10507
27205,missing my car SO MUCH!!!,negative,Left Cali this morning...in Dallas now..missing my car SO MUCH!!!,7ae3e12b03
27206,i should be finished.... but i`m not.,negative,"i should be finished.... but i`m not.  color drawing, here i come.",72ffb9d486
27207,yucky burn,negative,i have a yucky burn,d5701ace41
27208,miss,negative," unfortunately, I will miss Girl Bros. Radio tonight. Will be in the midst of an all night writing session",ec9bce02a9
27209,es faile,negative,Guys (    ) I know! My ability to read time telling devices failed!,30a1e8c2b4
27210,Soooo humid outside!,negative,chillen at gmas! Soooo humid outside!,678d99802d
27211,crazy,positive, Ooooh! I thought eggos were some kind of synthetic egg or egg sustitute or something. You crazy Americans,ec34ef7615
27212,hope,positive,_com All breaking news will be tweeted here I hope  welcome to twitter!,925edd84c6
27213,Aww,positive,Aww chamber callbacks... Soo emotional,22ff30c41e
27214,I cant,negative,''have you the e-mail from Miley ???? I want to write with her but I cant,848c9812d3
27215,LOL! Let`s find something quickly.,neutral, LOL! Let`s find something quickly.,255b599781
27216,"mine has been bothering me again,",negative," did you decide it is a sprain? mine has been bothering me again, but never had it checked out",62279dc367
27217,". It`s not awful, but pretty icky",negative,"  We don`t feel too comfortable using it. It`s not awful, but pretty icky.  Scurrying to find a deal...",16e3bfcd31
27218,. you will win! love you,positive, voting is over. since like four days ago i think  i told all my friends 2 vote for you a million times. you will win! love you,4ea145e986
27219,is trying to find something to do tonight,neutral,is trying to find something to do tonight,42992f1ab4
27220,can`t believe,negative, I can`t believe you tweeted that. It was our special moment,eb67f7d7d0
27221,Nice,positive, Nice action shot: http://bit.ly/m8zfx  I miss working a pole.   __ dont you see clients everyday?  lol,481bed697e
27222,haha...it the booomb,neutral, haha...it the booomb,ebe781df42
27223,Just woke up and feels so **** lazy  time to work out damnit!,negative,Just woke up and feels so **** lazy  time to work out damnit!,eb798a7ab5
27224,mothers day gift,neutral, mothers day gift,ef3bfb77a5
27225,"I loves me some Jeff Lynne,",positive," I loves me some Jeff Lynne, and I do enjoy sitar work, but that was kinda weird. To each his own, I s`pose!",f05097eb3c
27226,excited,positive,Gonna run to the gym to get my workout in before my really f`kin big pile of mulch arrives at around 8 or 9am! I`m excited about my mulch,0d51043389
27227,idkk if il get to see it again,neutral, idkk if il get to see it again,e0e51e9d4e
27228,or _ohh i think one of you should give a ride! please?,neutral, or _ohh i think one of you should give a ride! please?,4f2fa3e4f3
27229,can`t wait to see the smile on her fac,positive,is so  just made a card 4 my mom!!   can`t wait to see the smile on her face when she see`s it!!,90ce89502a
27230,"gonna be in bed soon as Friday`s over soon,   would like to plug in",neutral,"gonna be in bed soon as Friday`s over soon,   would like to plug in!!",ce277c9380
27231,just finished watching my copy of the Twilight DVD. Ganda ng mga deleted and extended scenes.  http://plurk.com/p/svkch,neutral,just finished watching my copy of the Twilight DVD. Ganda ng mga deleted and extended scenes.  http://plurk.com/p/svkch,d46f9acd72
27232,Tell him where...,neutral, Tell him where...,e8d46e63db
27233,. that was so sweet,positive, ohhh I remember when you gave your dad a shoutout at the mcr at MSG show last year. that was so sweet,05f1c836d7
27234,Enjoy!,positive, oh suuuuuuuure...rub it in why don`t ya!!!!!!!!! LOL Enjoy!,3c58fd2ef8
27235,picat 21,neutral,picat 21,746c1514c8
27236,Doctors appt,neutral,Doctors appt,b6ffd0c214
27237,Oh no! you poor thing,negative," Oh no! you poor thing  you must have booked the tickets before you realised it was Pat Kenny`s last night, gutted for you....",a73348b168
27238,apparently a looong time seeing as they seem to be everywhere except LA,neutral, apparently a looong time seeing as they seem to be everywhere except LA,2fc866059e
27239,really good.,positive, The Priests were really good. Guess they wouldn`t be welcome on Late Late at the moment,56904a6bb4
27240,e sad,negative, who knows  It makes me sad  lol,40143b692e
27241,Yay me,positive,Off work in half an hour. Getting an MRI after that. Yay me,91f408f6f0
27242,Happy Mother`s Day !,positive,Happy Mother`s Day !,48a317e32c
27243,hurts,negative,My stomach hurts so bad,dd62e0b336
27244,which really sucks,negative,"gonna get off to try and catch some Z`s, no more high school after tomorrow! which really sucks  i wish i didn`t have to grow up!",f1b1afdfaf
27245,So excited,positive,"going out with my tita gi, sister and my beloved lola! Were going to treat her for dinner! Wohoo... So excited and hungry...",8a30bc90f2
27246,Soaked in the rain in 30 seconds and I wasn`t even hiking 8.4 miles with 2.5 miles in the rain like last weekend.,neutral,Soaked in the rain in 30 seconds and I wasn`t even hiking 8.4 miles with 2.5 miles in the rain like last weekend.,c11e6ce43e
27247,I only have $4.38 in my account,negative, I certainly know the feeling. Wesley is sleeping and I want to go get something to eat but I only have $4.38 in my account,31b0289220
27248,I love it  Guess I won`t win though LOL,positive, I don`t watch - just wish - TV`s been off for months- I love it  Guess I won`t win though LOL,4e2a81ece4
27249,insane,negative,HES BACK!!!!! OH NOES!!!! have you missed me?  Work has been insane and the band has really taken off so i haven`t had a moment to myself,a3125b3dc1
27250,?lol thnx for postin WMIAD  loved it,positive, aw its okay tht happened wid me too..am so glad thts OVER now!am not helpin here am i?!?lol thnx for postin WMIAD  loved it,78458c5a51
27251,come back for another year  pllleeeaaasse,neutral, come back for another year  pllleeeaaasse,7031fb45da
27252,This year,neutral, This year,a68443a78b
27253,Just spent more than 45 minutes looking at the Aud,neutral,Just spent more than 45 minutes looking at the Aud,de1dc19b23
27254,What`s for dinner?,neutral, What`s for dinner?,8aab396dfb
27255,feel better soon! Your immune system must be away on holiday somewhere... probably with mine,neutral, feel better soon! Your immune system must be away on holiday somewhere... probably with mine,14e11fee57
27256,aww i feel so bad for Holly,negative,aww i feel so bad for Holly,2631f4447e
27257,"Darn all of you! I wish i could watch bgt now, but if i did i wouldn`t be able to fast forward through the ads  + dinners very soon..",neutral,"Darn all of you! I wish i could watch bgt now, but if i did i wouldn`t be able to fast forward through the ads  + dinners very soon..",3161a6b930
27258,I don`t know! She never answered me,neutral, I don`t know! She never answered me,fb95433e9c
27259,nice!,positive, http://twitpic.com/67gwh - bwahahahahahahaha nice!  I want a doggy,15046b539e
27260,Going to bed. Hung out w. Aaron and Robin then took Aaron to Sunnys.,neutral,Going to bed. Hung out w. Aaron and Robin then took Aaron to Sunnys.,df0d124770
27261,:  I`ve been!,neutral,:  I`ve been!,766e174bd3
27262,"Well, up and into the third day of Virgin 1`s Captain`s Log Star Trek weekend",neutral,"Well, up and into the third day of Virgin 1`s Captain`s Log Star Trek weekend",0b881e379e
27263,Got 38 followers now!,neutral,Got 38 followers now!,ee66a9e45f
27264,No problem. I`m just sharing the whole list to you.,neutral, No problem. I`m just sharing the whole list to you.,5cc5c97a8c
27265,Its so nice i ahd to work today,positive, Its so nice i ahd to work today,9fd06e7581
27266,listening to some brandy...never say never cd,neutral,listening to some brandy...never say never cd,496a81c5fc
27267,1. i dont  2. LMFAO I WONDER.,neutral, 1. i dont  2. LMFAO I WONDER.,8415de9c08
27268,gprof problem on Mac  why ??,neutral,gprof problem on Mac  why ??,b2fed31eb7
27269,yeah although probably not on BGT  bugger,neutral, yeah although probably not on BGT  bugger,50e0c09bc1
27270,"Reinstalled Ubuntu on my laptop, this time using ext4; the new filesystem. System boot time, from GRUB to full operability: 30 seconds",neutral,"Reinstalled Ubuntu on my laptop, this time using ext4; the new filesystem. System boot time, from GRUB to full operability: 30 seconds",8a74f785f7
27271,"Granted, it won`t do that, either",neutral," Granted, it won`t do that, either",00a3f1eb36
27272,I love,positive,  I love you too! I`m kinds reading. But you can call if you`d like,d77056070d
27273,problem,negative,"@ RyanSeacrest : hi there might be a problem as it says no stream online, wat`s not right?",2fda44135c
27274,IDIOTat)MilanQ Heyy. Th*nks For The Follow.  Have A Good Night. (Frank_Whyte) #IDIOT,neutral,IDIOTat)MilanQ Heyy. Th*nks For The Follow.  Have A Good Night. (Frank_Whyte) #IDIOT,eedb7abe3c
27275,ouch i have a headache. but i am in a ridiculously good mood,neutral,ouch i have a headache. but i am in a ridiculously good mood,6a6647f9ff
27276,on my way too school. be back later...,neutral,on my way too school. be back later...,508bab5d4e
27277,I Need a freaking adventure.,neutral,I Need a freaking adventure.,365cb24559
27278,samee well i aint a man i am a girl obv nd i am 14 lol   i aint no1 special or not famous or rich  wish to be tho,neutral, samee well i aint a man i am a girl obv nd i am 14 lol   i aint no1 special or not famous or rich  wish to be tho ****,c0da406e23
27279,"i was watching Harpers Island, lol... there was no vodka involved",neutral," i was watching Harpers Island, lol... there was no vodka involved",01b9bd17ae
27280,?  i can`t move eithe,negative, what happened?  are you suffering from neck/shoulder/back pain like me?  i can`t move either,e77145c41c
27281,stop itt!,neutral,  stop itt!,adb7ab12f3
27282,from last Montday`s award ceremony  http://twitpic.com/4jkvl,neutral,from last Montday`s award ceremony  http://twitpic.com/4jkvl,b5a9c83566
27283,love,positive, love the stuff he sell... you should help this guy with his logo and shop  it`s kinda Wordart,90ad01d223
27284,well its hot as heck right now,neutral,well its hot as heck right now,fff983ef6b
27285,A long and stressful day coming up tomorrow.,negative,A long and stressful day coming up tomorrow. Have to write responses to EOI; doing a colleagues job,1ebe18b828
27286,missed,negative," Yaay! I was supposed to go, but I missed it",e95598b3b6
27287,Great,positive, Sometimes I wish Twitter had Facebook`s 'like' just so I could give you a thumbs up. Great job either way  - I suck too btw,78d698cb37
27288,WHY CANT I FIND IT!!!,negative,WHY CANT I FIND IT!!!,2fd6e880d5
27289,nutritious,positive,yay .. sherbert and chocolate ... very nutritious,93b22f1829
27290,Good luck,positive, sorry you didn`t make it  Good luck next time though!,c0ad858480
27291,I got excited when I saw a bag in the place cookies usually live (when I get them). Unfortunately it was just my new prescription,neutral,I got excited when I saw a bag in the place cookies usually live (when I get them). Unfortunately it was just my new prescription,b9d5db933f
27292,Hope,positive,_Milano Good Morning Alyssa!! Hope u have a great wonderful day today   im happy cuz today is my last day of classes!! Yay!!,4555ab6592
27293,Good,positive, Good choice,47c474aaf1
27294,beautiful day.,positive,Such a beautiful day. I just wish I had the energy to enjoy it.,2d551fbb8b
27295,fun,positive," Here, have fun with this: http://bit.ly/PlNm4",04159a3791
27296,ohhh wowwww no good,neutral, ohhh wowwww no good,18d506d0bf
27297,I don`t even remember what`s on there!!!,neutral, I don`t even remember what`s on there!!!,41d39e113d
27298,Making Banana Bread,neutral,Making Banana Bread,8184061339
27299,GOOD,positive,"today was GOOD  , that little girl hollie in bgt , just me or complete sympahty vote  ! how cute is aidan davis :L? tweet me  x",226fa6f305
27300,"later I went up to monroe and worked out with friends - TRX, ropes and KBs!!   30sec on/30 off..rope swings & c&ps, windmills, wve aquats",neutral,"later I went up to monroe and worked out with friends - TRX, ropes and KBs!!   30sec on/30 off..rope swings & c&ps, windmills, wve aquats",2ed2c59105
27301,I`m like so upset with you.. haha..,neutral, I`m like so upset with you.. haha.. you never told me the 411..,6cf2428a33
27302,hate wr,negative,"Have I ever told you I absolutly hate writing emails, status pdates are fine but emails have so much...finality...to them",90c8aa60db
27303,"yes, yes .... nap or read gossipy mag if you have one handy",neutral," yes, yes .... nap or read gossipy mag if you have one handy",0feaa9fc45
27304,welcome to Twitter babes!,positive,_Kay2 welcome to Twitter babes! I know what you mean...still trying to figure this out,62ffba26c3
27305,worthless.,negative,"Two months ago, I became worthless.",badbf16c55
27306,lame,negative,Twitter`s being lame and won`t post my twitpic of Gucci and I,836b055959
27307,i wish you still loved me,positive, i wish you still loved me,1f5b080471
27308,At least you made it,positive, At least you made it,52eede83a3
27309,the only thing is I`m not a chocolate fan  but the thought was yhere,neutral, the only thing is I`m not a chocolate fan  but the thought was yhere,a30cf55cd0
27310,my power went out as well.. Except I`m in nor cal,neutral, my power went out as well.. Except I`m in nor cal,39cb9c49b1
27311,is watching movies,neutral,is watching movies,89323443d7
27312,just got back from Danas. watching Roseanne before I start to get ready for work,neutral,just got back from Danas. watching Roseanne before I start to get ready for work,7a5ad3457b
27313,very cute indeed.,positive,"The young lady in the local Chinese taking orders is, it has to be said, very cute indeed. Pity I`m probably twice her age",fe12b8fd85
27314,Luv,positive," My youth group was there! I would have liked 2 go, but I couldn`t afford it, & I had a drama performance/party...  Luv ya tho!",8f1a046097
27315,Poor you   If I was with you right now; I would probably give you a hug,neutral, Poor you   If I was with you right now; I would probably give you a hug ;D,cad70bf44a
27316,The insomnia is kickin` my butt,negative, Haha! maybe I should try that. The insomnia is kickin` my butt,52712c7aef
27317,_Aston Still looking  I filled out quite a few applications last week and once I get home I`ll continue.,neutral,_Aston Still looking  I filled out quite a few applications last week and once I get home I`ll continue.,45c36b5e05
27318,just saw an advert for ATTICS TO EDEN on tv  out today and only ï¿½9.99 from HMV...so I`m not sure why I had to pay ï¿½13 at HMV...never mind,neutral,just saw an advert for ATTICS TO EDEN on tv  out today and only ï¿½9.99 from HMV...so I`m not sure why I had to pay ï¿½13 at HMV...never mind,d370238b6b
27319,http://twitpic.com/66st1 - please let me freee... I can`t watch you **** for much loongerrr!,neutral, http://twitpic.com/66st1 - please let me freee... I can`t watch you **** for much loongerrr!,dc93cd26e1
27320,shopping! Migawd. i don`t want to surf the net anymore.,neutral,shopping! Migawd. i don`t want to surf the net anymore.,1840223106
27321,Happy Mothers Day to all the Mommys.,positive,Happy Mothers Day to all the Mommys.,1ded3150a2
27322,filthy,negative,`ss back to the gym project. Finally finished ... **** filthy hobo`s always trying to eat my taco`s.  !!   </3,f1142bc75a
27323,No u guys!  said California in an angry tweet to perez hilton! Jonathan was so upset he spelled California wrong,negative,No u guys!  said California in an angry tweet to perez hilton! Jonathan was so upset he spelled California wrong,44ba71de65
27324,is liking this feeling,positive,is liking this feeling,d965ea7618
27325,Painting is hard work. Very tired. But satisfying to see God`s house getting prettier.  And I like the yellow of Tim`s room.,neutral,Painting is hard work. Very tired. But satisfying to see God`s house getting prettier.  And I like the yellow of Tim`s room.,09bf269923
27326,going to the cinema to see ghost of girlfriends past!,neutral,going to the cinema to see ghost of girlfriends past!,73e3635542
27327,"ah good deal, hope you find some new music",positive,"_donut ah good deal, hope you find some new music",871f3b9a78
27328,very good day,positive,had a very good day and is now going to get into bed!,a3ca9bd814
27329,think 2 to start off with but a house that can fit 4 - or we may go the whole hog and get 4.... not sure yet,neutral,  think 2 to start off with but a house that can fit 4 - or we may go the whole hog and get 4.... not sure yet,326afaf347
27330,unfortunetly,negative," unfortunetly no  I wish, I mean sometimes like twice a yr they`ll have a party, but not always",ef5c7bb3fa
27331,Off home ill from work. This man flu is hell,negative,Off home ill from work. This man flu is hell,425cd32c54
27332,haha i see im so bored rite now.,neutral, haha i see im so bored rite now.. it seems like everyone is headin to vegas this weekend,3a9d357027
27333,_blehh where i do not see you steff  what time are you on it ?.,neutral,_blehh where i do not see you steff  what time are you on it ?.,4dba60ae2f
27334,You`ll love it and then the cocktails,positive,_3girls LOUISE !! You r not adopted - ballet it is. You`ll love it and then the cocktails after even more!,0c12faef53
27335,"Kayyy XD Yeah, everyone always talks about the part where the dog dies  I need to find a movie that you haven`t seen now XD",neutral," Kayyy XD Yeah, everyone always talks about the part where the dog dies  I need to find a movie that you haven`t seen now XD",c72f960f31
27336,I`m calling your room-mate!!!,neutral,I`m calling your room-mate!!!,8aff09d2b3
27337,"Looking for desktop twitter app that will actually let you access URLs, any suggestions? I liked Twittle but no linking",neutral,"Looking for desktop twitter app that will actually let you access URLs, any suggestions? I liked Twittle but no linking",49455ca3cf
27338,Kinda meant mother. Im giving props to  for taking us,neutral,Kinda meant mother. Im giving props to  for taking us,bd19a4260b
27339,so fun.,positive,just got out of the pool!!   so fun..now gonna watch tv and do stuff on the computer. (:,27829d441f
27340,nice,positive,"had an eventful weekend and nice week off, looking forward to a final chill out day",c1c76e42eb
27341,coolio,positive,"Wooow, I haven`t charged my iPod Touch all day today, and it`s still ALIVE! That`s so coolio",a387da4c19
27342,how I love thee,positive,"Oh Top Gear (UK), how I love thee",14acb2b149
27343,I think I`m gonna try to go vegetarian again....and no soda and majorly cutback on beer...too many carbs....but its so yummyyy,neutral,I think I`m gonna try to go vegetarian again....and no soda and majorly cutback on beer...too many carbs....but its so yummyyy,de447999c8
27344,cutest,positive,the japanese exchange student is the cutest thing i`ve ever seen. seriously HAHA i want to put her in my pocket&keep her D:,5605ea7b04
27345,Glad to hear the weather`s nice.  It`s rained just about every day for the last five days.  Not fun for exploring,neutral, Glad to hear the weather`s nice.  It`s rained just about every day for the last five days.  Not fun for exploring,ad444f8356
27346,thanx,positive, thanx for the bday wishes ray,69c7c3e3d7
27347,I soo wanna eat McDonalds Fries,neutral,I soo wanna eat McDonalds Fries,777111092b
27348,"Killed a pigeon today  Thought it was going to move out the way of the car.. next thing I know, BANG feathers in the rear view mirror RIP",negative,"Killed a pigeon today  Thought it was going to move out the way of the car.. next thing I know, BANG feathers in the rear view mirror RIP",ea7bc30d23
27349,"yea but that`s an old pic,  she looks a lot different now...she turned into such a beautiful women   I miss her A LO",neutral," yea but that`s an old pic,  she looks a lot different now...she turned into such a beautiful women   I miss her A LOT!",f60f20ed09
27350,good,positive," Haha! I can`t a good vid of it on tubey,you thugh",18f4c013a0
27351,threw,negative,just threw up,0161b55ae1
27352,I look at Twitter games as harmless fun.,positive," HA.. I look at Twitter games as harmless fun. Despite being author of Twitter book, I try to talk about other stuff",7a265d05bf
27353,Mr amp over heated,neutral,Mr amp over heated,aa921cf14a
27354,someone`s horsing about. Btw Hubb feels the same about twitter. He`s naming  as the other party,neutral, someone`s horsing about. Btw Hubb feels the same about twitter. He`s naming  as the other party,bbd2187489
27355,that`s cuz you`re cruising the twitter #nightshift now,neutral, that`s cuz you`re cruising the twitter #nightshift now,4ed37db371
27356,"- Aww, yeah, dear Nicky  .",neutral," - Aww, yeah, dear Nicky  .",e52f2f8412
27357,pretty,positive, courtney seems like a cool chick & shes pretty,a3c03380ec
27358,had a wonderful evening with those I love!,positive,had a wonderful evening with those I love!,f0183c1a1b
27359,too much stress,negative," LMOA! i just quit one of mine, too much stress",1fcc024ec4
27360,****.,negative,"So, I`m at the point now that it has become apparent that having a degree means jack ****.",64315d7fad
27361,too late!  already finished the chapter and posted it!,neutral, too late!  already finished the chapter and posted it!,2e743e3c8d
27362,"c, sorr",negative,"just found out I won`t be tweeting from ,my phone in Scotland, different networks    I was going to upload photos to twitpic, sorry",7b82d63ee4
27363,Stu Lantz is awesome! I miss Chick Hearn tho,neutral, Stu Lantz is awesome! I miss Chick Hearn tho,a232d645c7
27364,so sad,negative, so sad emma  u sad to be leaving the show? ****,946f23739a
27365,"I bet you received lots of hit from that tweet; at work i cannot, wish i could",negative," I bet you received lots of hit from that tweet; at work i cannot, wish i could",521d5dd501
27366,in 7-11  w/o you,neutral,in 7-11  w/o you,de241b8d04
27367,"well, so are you  but i managed to go to sleep for another couple of hours and wake up again while you`re still snoozing",neutral," well, so are you  but i managed to go to sleep for another couple of hours and wake up again while you`re still snoozing",d761c60b91
27368,hopefully,positive,_UK I`ll hopefully get a chance to play it tomorrow. Hope it`s good otherwise I`ve wasted so many points,f5fe37c712
27369,"Mary, Are you not receiving my texts????",neutral,"Mary, Are you not receiving my texts????",92c20f3df7
27370,today was interesting...,positive,today was interesting...,085522592b
27371,i have a crush on someone!,positive,i have a crush on someone!,e07daddcc5
27372,The heartache is never going to go away,negative,"wow, there`s still the void of whre thomas left  The heartache is never going to go away",55db084aa8
27373,love,positive, hey you weirdo! haha jk! I love you!,7523a28376
27374,"says Finally, Im home.",neutral,"says Finally, Im home.  http://plurk.com/p/rr121",b49385ebb7
27375,"happy! did crepe, again!",neutral,"happy! did crepe, again!",755b099d60
27376,happy,positive,Going to church in the morning...happy mommas day almost,13fbc75291
27377,perfect.,positive,thinks tonight couldn`t have gone more perfect.,4f24f26691
27378,appreciated.,positive, Thanks for the mascara input. It`s appreciated.,718dd7a3a8
27379,slow!,negative,Twitter is slow!,f564af8976
27380,getting ready for my first day at my new job,neutral,getting ready for my first day at my new job,25718bc8ba
27381,you lvoe me!,positive, you know you lvoe me!,b2f2828ebd
27382,Happy Sammy is going 2 here 2morrow!! But unfortunatly I`m not gone be able 2 go 2 the club he performing @,neutral,Happy Sammy is going 2 here 2morrow!! But unfortunatly I`m not gone be able 2 go 2 the club he performing @,d9f2cebb13
27383,home after a while out! i feel like a long skate seshion but got arrands to do,neutral,home after a while out! i feel like a long skate seshion but got arrands to do,dccecafe06
27384,This is a much better tool,positive,This is a much better tool than some I have come across http://www.tweepular.com - Twitter Karma on Steroids,f94af8cb85
27385,hate,negative," yep and its freezing, i hate winter  im literally wearing blackets",0d2951ee1f
27386,ch appreciat,positive,#vwll2009 Would one of the VWLLers want to add this event to our Ning?   http://bit.ly/BF5sh  Would much appreciate that,e149ebd3a1
27387,thanks.,positive,_Rose *hugs* thanks. I don`t know how I`m going to fix this if I`m ever going to get my account back.,d16961f875
27388,Sleep. Work tomorrow.,neutral,Sleep. Work tomorrow.,34c6ea41c5
27389,Its cloudy outside,neutral,Its cloudy outside,5ed29cdd2a
27390,Safe,positive, Safe flight home to you and Jade   ****,b15dafdff1
27391,you stop it,neutral, you stop it,6f035befa8
27392,"Thanks al...i had a freakin ball!! great company, awesome venues....what more could a girl want?  love ya!!",positive," Thanks al...i had a freakin ball!! great company, awesome venues....what more could a girl want?  love ya!!",64885a69ca
27393,I figured you`d be bouncing about it,neutral, I figured you`d be bouncing about it,49fdd28728
27394,Glad to see  and more Red Bull Air Racers here keeping us in the loop,positive,Glad to see  and more Red Bull Air Racers here keeping us in the loop,9ff61fee3b
27395,Think I have sunstroke.,neutral,Think I have sunstroke.,b93f98a423
27396,shocking.,negative,Just got refused a bottle of morgan`s in tesco despite saying helen could verify my age...  shocking... Just left all the shopping! X,0fe365d29f
27397,favorite!,positive,Bottle of reisling this time... My favorite!,734ab2cf0d
27398,haha that`s way cool!,positive, haha that`s way cool! Good morning,00fe74d2e4
27399,"Please remember you need a helmet for the bike asap, talk to you later ok hope your head not to bad",neutral,"Please remember you need a helmet for the bike asap, talk to you later ok hope your head not to bad",b1dd0880a8
27400,Yay!,positive, I still have them!! Yay! Gonna eat some now,3c5450835e
27401,"ja, enjoyyitverymu",positive," OH SILENCE VERONA!  I AM WANTING TO GO   jaja, enjoyyitverymuch and bring me phothos of Danny and dougie ?",261e064dd4
27402,"Wolverine was much fun, but Gambit was a bit disappointing.  Neither smooth nor Cajun enough for my taste. Pretty though",neutral,"Wolverine was much fun, but Gambit was a bit disappointing.  Neither smooth nor Cajun enough for my taste. Pretty though",f57f6c3092
27403,me miss high school,negative, My Friday made me miss high school,ccbb209dd6
27404,all tubes closed on 9th and 10th of june  any idea of how to get to the venue?,neutral, all tubes closed on 9th and 10th of june  any idea of how to get to the venue?,3b3b89cab2
27405,"After France I was gonna spend more time in the sun, to overcome my negative reaction to it. Yep, in Netherlands. Good luck to me",neutral,"After France I was gonna spend more time in the sun, to overcome my negative reaction to it. Yep, in Netherlands. Good luck to me",3a328cb991
27406,Im moving to canada,neutral,Im moving to canada,2dc0c68463
27407,really really wants to go and see Coraline.,positive,really really wants to go and see Coraline.,04db7e701e
27408,Just got home from the BEA & it was kinda boring (2 me) this year  but hung out with some GREAT authors & co-workers!,neutral,Just got home from the BEA & it was kinda boring (2 me) this year  but hung out with some GREAT authors & co-workers!,f21fb7a773
27409,_g my day just hasnt been the same without ur running conversation all day,neutral,_g my day just hasnt been the same without ur running conversation all day,c504d1f526
27410,urgh... stupid project.. don`t wanna go to track after school! too tired!,negative,in science class right now... urgh... stupid project.. don`t wanna go to track after school! too tired!  lol,2b2160c93a
27411,getting ready to drop off something to my man so he can hang out with a friend instead of me,neutral,getting ready to drop off something to my man so he can hang out with a friend instead of me,5f3ba4cbe2
27412,i wish you were in my class last year,positive, i wish you were in my class last year,878acf5421
27413,! beautiful,positive,  so true...and so poetic! beautiful,4887a44500
27414,WHY DO I EVEN TRY... WHEN DEEP DOWN INSIDE I KNO THERE PAIN ON THE OTHER SIDE,negative,WHY DO I EVEN TRY... WHEN DEEP DOWN INSIDE I KNO THERE PAIN ON THE OTHER SIDE,0d46954e4d
27415,so pretty  thanks,positive, Hey Pinky I ordered some stuff from that site you gave me. I got it yesterday in the mail so pretty  thanks,09518a24aa
27416,'We did it we did it oh yea yea yea no eating here tonite woo eating here tonight no no no eating here tonite you on a diet' finding nemo,neutral,'We did it we did it oh yea yea yea no eating here tonite woo eating here tonight no no no eating here tonite you on a diet' finding nemo,2ef8bef8cf
27417,ish okay my loveee,positive,ish okay my loveee,2151413f96
27418,he calls me bella,neutral,he calls me bella,9d76d0e90b
27419,death,negative,My blackberry is soon approaching her death,fa318ab83c
27420,too far away,negative, I would but you`re too far away,24fa941c24
27421,Idk yet!!! _Gyrl I wanna go soon tho...but I want more tweeps to be there,neutral,Idk yet!!! _Gyrl I wanna go soon tho...but I want more tweeps to be there,873faae537
27422,"Plan, successful?",neutral,"Plan, successful?",b3270b06a3
27423,Wow. So I hate Staples right now. Majorly. Thanks for being complete fucktards and killing our productivity,negative,Wow. So I hate Staples right now. Majorly. Thanks for being complete fucktards and killing our productivity,bafc9b3f4f
27424,super nice,positive,"Stoppped following ama, i really need a clean break... on another note, kate is being super nice right now  Off to work",772db3be6a
27425,Happy,positive,Happy Mother`s day to all mum`s in america,ef389b4d71
27426,m sad,negative,  my cousins moved there like 2 years ago and I miss them so much. I was just looking at their facebook and now im sad,132e051fe8
27427,****,negative,Is wondering what happened to the sun? **** May grey!,413195db27
27428,im glad,positive,i hate my presentation  hahah whatever im glad its over,e02ea8a95c
27429,? That seems totally out of line,negative," I`ve heard of disgruntled investors, but calling you a 'hoe'? That seems totally out of line",bb7af2712a
27430,I can`t believe tour is almost over,neutral,I can`t believe tour is almost over,94d53c443b
27431,"Aaaah, the same old same, I see ^^ We share a mutual fate, my friend :*",neutral," Aaaah, the same old same, I see ^^ We share a mutual fate, my friend :*",e864dc53b4
27432,Mmmmmm.... Coffee...,neutral,Mmmmmm.... Coffee...,189879e1f2
27433,AWWW they are so sweet. I am so lucky to have my kids.,positive,At least they ( kids) havnt gotten to big to still say mommy ILOVE YOU. AWWW they are so sweet. I am so lucky to have my kids.,705ca50b20
